taxa	clade
A_dove_United_Arab_Emirates_466_2006	G1-I
A_chicken_Iran_SS5_2009	G1
A_chicken_Iran_SS4_2009	G1
A_chicken_Iran_SS3_2008	G1
A_chicken_Iran_SS2_2008	G1
A_chicken_Iran_THLBM864_2007	G1
A_chicken_Dubai_339_2001	G1
A_chicken_Dubai_338_2001	G1
A_chicken_Emirates_R66_2002	G1
A_chicken_Dubai_463_2003	G1
A_quail_Dubai_301_2000	G1
A_quail_Dubai_302_2000	G1
A_quail_Dubai_303_2000	G1
A_chicken_United_Arab_Emirates_AG537_1999	G1
A_chicken_Pakistan_5_1999	G1
A_chicken_Pakistan_2_1999	G1
A_chicken_Pakistan_4_1999	G1
A_chicken_Pakistan_AG519_1998	G1
A_environment_GZ_74_2014	G1-L
A_environment_GZ_61_2014	G1-L
A_environment_GZ_14_2014	G1-L
A_environment_GZ_NIOSH-25_2014	G1-L
A_environment_GZ_143_2014	G1-L
A_environment_GZ_112_2014	G1-L
A_environment-air_GZ_NIOSH-92_2014	G1-L
A_environment_GZ_110_2014	G1-L
A_environment_GZ_42_2014	G1-L
A_environment_GZ_NIOSH-53_2014	G1-L
A_dove_Guangxi_96B8_2014	G1-L
A_environment_GZ_46_2014	G1-L
A_pigeon_Guangdong_Y83_2013	G1-L
A_duck_Guangdong_Y69_2013	G1-L
A_pigeon_Guangdong_HY260_2013	G1-L
A_chicken_Hong_Kong_NT10_2011	G1-L
A_chicken_Hong_Kong_NT305W_2011	G1-L
A_chicken_Hong_Kong_YO151W_2011	G1-L
A_chicken_Hong_Kong_NT148W_2011	G1-L
A_chicken_Hong_Kong_YU250W_2011	G1-L
A_chicken_Hong_Kong_NT180W_2011	G1-L
A_spot-billed_duck_Jiangxi_35_2011	G1-L
A_spot-billed_duck_Jiangxi_34_2011	G1-L
A_mallard_Jiangxi_38_2011	G1-L
A_mallard_Jiangxi_39_2011	G1-L
A_spot-billed_duck_Jiangxi_32_2011	G1-L
A_mallard_Jiangxi_45_2011	G1-L
A_mallard_Jiangxi_40_2011	G1-L
A_Chinese_francolin_Guangxi_B7_2010	G1-L
A_Hong_Kong_35820_2009	G1-L
A_Hong_Kong_33982_2009	G1-L
A_chicken_Hong_Kong_NT449_2007	G1-L
A_Chinese_Hwamei_Vietnam_38_2006	G1-L
A_environment-air_GZ_coriolis-289_2015	G1-L
A_environment-air_GZ_coriolis-288_2015	G1-L
A_environment-air_GZ_coriolis-259_2015	G1-L
A_environment_GZ_324_2015	G1-L
A_sparrow_China_92B7_2014	G1-L
A_goose_Guangdong_HY250_2013	G1-L
A_quail_Guangdong_Y137_2013	G1-L
A_Environment_Guangdong_21115_2015	G1-L
A_environment_GZ_79_2014	G1-L
A_environment_GZ_424_2015	G1-L
A_goose_Guangdong_Y96_2013	G1-L
A_chicken_Guangdong_Y119_2013	G1-L
A_goose_Guangdong_Y98_2013	G1-L
A_pigeon_Guangdong_Y2_2013	G1-L
A_duck_Guangdong_Y68_2013	G1-L
A_duck_Jiangsu_K180_2013	G1-L
A_duck_Jiangsu_K178_2013	G1-L
A_duck_Jiangsu_K177_2013	G1-L
A_quail_Jiangsu_K170_2013	G1-L
A_quail_Jiangsu_K167_2013	G1-L
A_quail_Jiangsu_K159_2013	G1-L
A_quail_Jiangsu_K124_2013	G1-L
A_quail_Jiangsu_K158_2013	G1-L
A_chicken_Shanghai_S2277_2017	G1-L
A_duck_Jiangsu_WX5001_2013	G1-L
A_duck_Jiangsu_KS0802_2013	G1-L
A_pigeon_Jiangsu_K161_2013	G1-L
A_pigeon_Jiangsu_K151_2013	G1-L
A_quail_Jiangsu_WX3_2013	G1-L
A_chukkar_Shantou_22116_2005	G1-L
A_chicken_Shantou_22116_2005	G1-L
A_quail_Shantou_11195_2005	G1-L
A_quail_Shantou_13425_2005	G1-L
A_quail_Shantou_19506_2005	G1-L
A_quail_Shantou_21605_2005	G1-L
A_duck_Guangxi_LAD9_2009	G1-L
A_Hong_Kong_1073_1999	G1
A_HK_HK_6_2_2016	G1
A_Hong_Kong_1074_1999	G1
A_ferret_Maryland_P10-UMD_2008	G1
A_Guinea_Fowl_Hong_Kong_WF10_1999	G1
A_quail_Hong_Kong_PA-G1_1997	G1
A_quail_Hong_Kong_G1_1997	G1
A_quail_Shantou_403_2004	G1
A_quail_Shantou_4850_2003	G1
A_quail_Shantou_3060_2004	G1
A_quail_Shantou_1475_2004	G1
A_quail_Shantou_1865_2004	G1
A_quail_Shantou_4044_2003	G1
A_quail_Shantou_3008_2003	G1
A_quail_Shantou_1883_2004	G1
A_quail_Shantou_3308_2003	G1
A_quail_Shantou_4203_2002	G1
A_quail_Shantou_308_2003	G1
A_quail_Shantou_3851_2002	G1
A_quail_Shantou_1551_2002	G1
A_quail_Shantou_335_2003	G1
A_quail_Shantou_69_2002	G1
A_quail_Shantou_2462_2001	G1
A_partridge_Shantou_2875_2001	G1
A_Guinea_fowl_Shantou_2076_2001	G1
A_quail_Shantou_4641_2001	G1
A_quail_Shantou_2111_2001	G1
A_quail_Shantou_2816_2000	G1
A_quail_Shantou_2061_2000	G1
A_quail_Shantou_1235_2001	G1
A_quail_Shantou_1242_2001	G1
A_quail_Shantou_1555_2001	G1
A_quail_Shantou_782_2000	G1
A_quail_Shantou_222_2001	G1
A_quail_Shantou_1310_2000	G1
A_quail_Shantou_1912_2001	G1
A_parakeet_Chiba_1_1997	G1
A_chicken_Iran_10VIR854-1_2002	G1
A_chicken_Iran_466_2002	G1
A_garganey_Iran_K8_2003	G1
A_chicken_Iran_119_2005	G1
A_shovelar_Iran_G54_2003	G1
A_chicken_Iran_B314_2003	G1
A_chicken_Iran_92_2003	G1
A_chicken_Iran_284_2002	G1
A_feral_duck_Iran_G94_2003	G1
A_chicken_Iran_B322_2004	G1
A_chicken_Iran_B263_2003	G1
A_chicken_Iran_152_2004	G1
A_chicken_Iran_B308A_2004	G1
A_chicken_Iran_233_2001	G1
A_Chicken_Iran_TH80_2000	G1
A_chicken_Iran_772_1999	G1
A_chicken_Iran_705_1999	G1
A_chicken_Iran_TH78_1999	G1
A_Chicken_Iran_TH79_2000	G1
A_chicken_Iran_584_2000	G1
A_chicken_Iran_565_2000	G1
A_chicken_Iran_AG541_2000	G1
A_chicken_Iran_11T_1999	G1
A_chicken_Iran_698_1998	G1
A_chicken_Iran_86_2005	G1
A_chicken_Iran_450_2001	G1
A_chicken_Iran_SH1_2007	G1
A_Chicken_Iran_TH81_2002	G1
A_chicken_Iran_L252_2003	G1
A_chicken_Iran_661_1998	G1
A_chicken_Iran_av1221_1998	G1
A_Chicken_Iran_TH77_1998	G1
A_chicken_Iran_ZMT-101_1998	G1
A_chicken_Iran_SS1_1998	G1
A_chicken_Iran_D1_1998	G1
A_chicken_Iran_D7_1998	G1
A_chicken_Tehran_Marand_1998	G1
A_chicken_Saudi_Arabia_CP7_1998	G1
A_chicken_Iran_AR249-08_1998	G1
A_chicken_Iran_12VIR_9630_1998	G1
A_parakeet_Narita_92A_1998	G1
A_chicken_Israel_421201_2004	G1
A_chicken_Israel_282_2005	G1
A_chicken_Jordan_70_2004	G1
A_avian_Israel_584_2005	G1
A_chicken_Israel_178_2006	G1
A_chicken_Jordan_88_2005	G1
A_turkey_Bezat_89_2005	G1
A_chicken_Israel_554_2005	G1
A_chicken_Jordan_09vir579-1_2007	G1
A_chicken_Jordan_56_2003	G1
A_turkey_Beit_HaLevi_1562_2004	G1
A_chicken_Jordan_09vir579-3_2007	G1
A_chicken_Jordan_09vir579-2_2007	G1
A_avian_Jordan_7-Y1_2004	G1
A_chicken_Jordan_12_2003	G1
A_chicken_Jordan_11_2003	G1
A_chicken_Jordan_1436-1451_2004	G1
A_chicken_Jordan_14_2003	G1
A_chicken_Israel_1475_2003	G1
A_chicken_Jordan_10_2003	G1
A_chicken_Jordan_13_2003	G1
A_chicken_Jordan_45_2004	G1
A_chicken_Jordan_47_2003	G1
A_chicken_Jordan_1436-643_2004	G1
A_chicken_Jordan_1436-997_2004	G1
A_chicken_Israel_853_2005	G1
A_chicken_Israel_793_2005	G1
A_chicken_Israel_909_2005	G1
A_chicken_Jordan_09vir579-4_2007	G1
A_chicken_Israel_114_2007	G1
A_chicken_Israel_375_2007	G1
A_chicken_Iarah_1376_2003	G1
A_chicken_Jordan_55_2004	G1
A_chicken_Ein_Habsor_1808_2004	G1
A_turkey_Israel_884_2005	G1
A_turkey_Israel_747_2005	G1
A_chicken_Lebanon_1080_2004	G1
A_chicken_Israel_1966_2004	G1
A_chicken_Beit-Aran_29_2005	G1
A_chicken_Israel_1953_2004	G1
A_turkey_Israel_1567_2004	G1
A_turkey_Israel_425_2005	G1
A_chicken_Talmei_Elazar_1304_2003	G1
A_turkey_Israel_1013_2002	G1
A_turkey_Israel_1209_2003	G1
A_turkey_Givat_Haim_965_2002	G1
A_turkey_Israel_619_2002	G1
A_ostrich_Eshkol_1436_2003	G1
A_turkey_Israel_810_2001	G1
A_chicken_Israel_786_2001	G1
A_quail_Saudi_Arabia_08vir3489-46-as104_2006	G1
A_turkey_Neve_Ilan_90710_2000	G1
A_chicken_Israel_90658_2000	G1
A_chicken_Middle_East_ED-1_1999	G1
A_chicken_Saudi_Arabia_EPD-22-01_2002	G1
A_chicken_Saudi_Arabia_AG516_2000	G1
A_chicken_Germany_R45_1998	G1
A_chicken_Saudi_Arabia_532_1999	G1
